"","city","state","long","lat","value"
"1151","Ft Wayne","IN",-85.26,41.03,1
"1152","Ft Worth","TX",-97.35,32.76,1
"1153","Ft. Benning","GA",-84.9,32.38,1
"1154","Ft. Bliss","TX",-106.41,31.81,2
"1155","Ft. Collins","CO",-105.08,40.61,1
"1156","Ft. Irwin","CA",-116.64,35.3,1
"1157","Ft. Lauderdale","FL",-80.1325,26.115,4
"1158","Ft. Leonard Wood","MO",-92.11,37.75,1
"1159","Ft. Mill","SC",-80.99,35.06,1
"1160","Ft. Polk","LA",-93.22,31.05,1
"1161","Ft. Riley","KS",-96.79,39.08,1
"1162","Ft. Smith","AR",-94.37,35.345,2
"1163","Ft. Wayne","IN",-85.1733333333333,41.1166666666667,3
"1164","Ft. Worth","TX",-97.36,32.8233333333333,3
"1165","Fullerton","CA",-117.917692307692,33.8784615384615,13
"1166","Fulshear","TX",-95.85,29.7,1
"1167","Fultondale","AL",-86.81,33.61,1
"1168","Fuquay-varina","NC",-78.78,35.59,1
"1169","Gadsden","AL",-86.08,33.99,1
"1170","Gaffney","SC",-81.71,35.08,1
"1171","Gahanna","OH",-82.87,40.01,1
"1172","Gainesville","FL",-82.3676923076923,29.6576923076923,13
"1173","Gainesville","GA",-83.8533333333333,34.33,3
"1174","Gainesville","TX",-97.15,33.62,1
"1175","Gainesville","VA",-77.625,38.795,4
"1176","Gainsville","GA",-83.8,34.31,1
"1177","Gaithersburg","MD",-77.209,39.135,10
"1178","Galesburg","IL",-90.34,40.95,1
"1179","Gallatin","TN",-86.495,36.365,2
"1180","Galloway","NJ",-74.54,39.48,1
"1181","Galloway","OH",-83.16,39.95,1
"1182","Gallup","NM",-108.76,35.54,1
"1183","Galveston","TX",-94.8175,29.28,4
"1184","Gambrills","MD",-76.68,39.0366666666667,3
"1185","Garden City","ID",-116.28,43.65,1
"1186","Garden City","KS",-100.84,37.98,1
"1187","Garden City","NY",-73.616,40.736,5
"1188","Garden Grove","CA",-117.958,33.778,10
"1189","Gardena","CA",-118.3075,33.8875,4
"1190","Gardendale","AL",-86.82,33.65,1
"1191","Gardnerville","NV",-119.74,38.94,1
"1192","Garfield Heights","OH",-81.62,41.41,1
"1193","Garland","TX",-96.6375,32.91875,8
"1194","Garner","NC",-78.64,35.6933333333333,3
"1195","Gas City","IN",-85.55,40.48,1
"1196","Gastonia","NC",-81.14,35.2466666666667,3
"1197","Gatlinburg","TN",-83.52,35.71,1
"1198","Gaylord","MI",-84.69,45.03,2
"1199","Geneseo","NY",-77.82,42.8,1
"1200","Geneva","IL",-88.33,41.8833333333333,3
"1201","Georgetown","KY",-84.545,38.225,2
"1202","Georgetown","TX",-97.6975,30.6475,4
"1203","Germantown","MD",-77.264,39.184,5
"1204","Germantown","TN",-89.7933333333333,35.0833333333333,3
"1205","Germantown","WI",-88.12,43.205,2
"1206","Gettysburg","PA",-77.2,39.84,1
"1207","Gibsonia","PA",-79.975,40.63,2
"1208","Gig Harbor","WA",-122.593333333333,47.33,6
"1209","Gilbert","AZ",-111.759411764706,33.3205882352941,17
"1210","Gillette","NJ",-74.48,40.67,1
"1211","Gillette","WY",-105.49,44.275,2
"1212","Gilroy","CA",-121.565,37.0083333333333,6
"1213","Gladstone","MO",-94.55,39.215,2
"1214","Gladstone","OR",-122.58,45.38,1
"1215","Glastonbury","CT",-72.6066666666667,41.7133333333333,3
"1216","Glen Allen","VA",-77.54,37.664,5
"1217","Glen Burnie","MD",-76.6125,39.165,4
"1218","Glen Cove","NY",-73.63,40.86,2
"1219","Glen Ellyn","IL",-88.0666666666667,41.86,3
"1220","Glen Mills","PA",-75.5366666666667,39.8733333333333,3
"1221","Glen Ridge","NJ",-74.2,40.8,1
"1222","Glen Rock","NJ",-74.13,40.96,1
"1223","Glencoe","IL",-87.76,42.13,1
"1224","Glendale","AZ",-112.196111111111,33.6361111111111,18
"1225","Glendale","CA",-118.261875,34.155,16
"1226","Glendale","CO",-104.94,39.705,2
"1227","Glendale","NY",-73.87,40.71,1
"1228","Glendale","WI",-87.91,43.12,1
"1229","Glendale Heights","IL",-88.085,41.94,2
"1230","Glendora","CA",-117.855,34.135,4
"1231","Glenmont","NY",-73.79,42.6,1
"1232","Glenpool","OK",-96.01,35.99,1
"1233","Glenview","IL",-87.832,42.092,5
"1234","Glenville","NY",-73.93,42.87,1
"1235","Glenwood Springs","CO",-107.324,39.526,5
"1236","Gloucester","VA",-76.53,37.4,2
"1237","Gloucester Township","NJ",-75.05,39.78,1
"1238","Gold Canyon","AZ",-111.47,33.37,1
"1239","Gold River","CA",-121.26,38.63,1
"1240","Golden","CO",-105.23,39.7428571428571,7
"1241","Golden Valley","MN",-93.38,44.98,1
"1242","Goldsboro","NC",-77.9466666666667,35.3866666666667,3
"1243","Goleta","CA",-119.85,34.435,2
"1244","Gonzales","CA",-121.44,36.51,1
"1245","Gonzales","LA",-90.95,30.21,1
"1246","Goodletsville","TN",-86.7,36.33,1
"1247","Goodyear","AZ",-112.382857142857,33.4471428571429,7
"1248","Goshen","IN",-85.8433333333333,41.58,3
"1249","Grafton","VA",-76.47,37.17,1
"1250","Grafton","WI",-87.93,43.33,2
"1251","Graham","WA",-122.295,47.05,2
"1252","Granada Hills","CA",-118.508333333333,34.27,6
"1253","Granbury","TX",-97.7466666666667,32.45,3
"1254","Granby","CO",-105.93,40.06,1
"1255","Granby","CT",-72.79,41.95,1
"1256","Grand Blanc","MI",-83.63,42.93,1
"1257","Grand Chute","WI",-88.46,44.26,1
"1258","Grand Forks","ND",-97.0666666666667,47.8966666666667,3
"1259","Grand Haven","MI",-86.2133333333333,43.05,3
"1260","Grand Island","NE",-98.38,40.92,1
"1261","Grand Junction","CO",-108.562857142857,39.0835714285714,14
"1262","Grand Prairie","TX",-97.03,32.6816666666667,6
"1263","Grand Rapids","MI",-85.604347826087,42.9513043478261,23
"1264","Grand Rapids","MN",-93.53,47.21,1
"1265","Grandview","MO",-94.52,38.88,1
"1266","Grandview","WA",-119.89,46.26,1
"1267","Grandville","MI",-85.75,42.8825,4
"1268","Granger","IN",-86.15,41.735,2
"1269","Granite Bay","CA",-121.195,38.74,2
"1270","Grants Pass","OR",-123.316666666667,42.4366666666667,3
"1271","Grapevine","TX",-97.075,32.94375,8
"1272","Grass Valley","CA",-121.045,39.22,2
"1273","Gray","GA",-83.55,33.01,1
"1274","Grayslake","IL",-88.03,42.34,1
"1275","Great Falls","MT",-111.278,47.496,5
"1276","Great Falls","VA",-77.29,39,1
"1277","Great Neck","NY",-73.73,40.78,2
"1278","Greece","NY",-77.685,43.2,2
"1279","Greeley","CO",-104.745,40.405,8
"1280","Green","OH",-81.46,40.96,1
"1281","Green Bay","WI",-88.0033333333333,44.4866666666667,3
"1282","Green Brook","NJ",-74.5,40.59,1
"1283","Green Valley","AZ",-111,31.85,1
"1284","Greenacres","FL",-80.5366666666667,27.7033333333333,3
"1285","Greenbelt","MD",-76.89,38.9933333333333,3
"1286","Greenbrae","CA",-122.52,37.95,1
"1287","Greencastle","IN",-86.86,39.64,1
"1288","Greendale","WI",-88.005,42.95,2
"1289","Greenfield","IN",-85.77,39.81,1
"1290","Greenfield","WI",-88.01,42.96,1
"1291","Greenland","NH",-70.82,43.05,1
"1292","Greensboro","NC",-79.8552631578947,36.0921052631579,19
"1293","Greensburg","PA",-79.54,40.305,2
"1294","Greenvale","NY",-73.63,40.81,1
"1295","Greenville","DE",-75.6,39.78,1
"1296","Greenville","NC",-77.3755555555556,35.5922222222222,9
"1297","Greenville","SC",-82.35,34.8466666666667,12
"1298","Greenville","TX",-96.11,33.09,1
"1299","Greenwich","CT",-73.625,41.025,2
"1300","Greenwood","IN",-86.14125,39.61875,8
"1301","Greenwood","SC",-82.175,34.205,2
"1302","Greenwood Village","CO",-104.891428571429,39.6142857142857,7
"1303","Greer","SC",-82.27,34.945,2
"1304","Gresham","OR",-122.428333333333,45.5,6
"1305","Gretna","LA",-90.03,29.89,1
"1306","Gridley","CA",-121.69,39.37,1
"1307","Griffin","GA",-84.28,33.21,2
"1308","Grosse Ile","MI",-83.16,42.13,1
"1309","Grosse Pointe","MI",-82.9166666666667,42.4,3
"1310","Groton","CT",-72.05,41.36,3
"1311","Grove City","OH",-83.0525,39.87,4
"1312","Grove City","PA",-80.16,41.14,1
"1313","Grover Beach","CA",-120.61,35.12,1
"1314","Guerneville","CA",-123,38.5,1
"1315","Guilderland","NY",-73.89,42.7,1
"1316","Gulf Breeze","FL",-87.12,30.375,2
"1317","Gulf Shores","AL",-87.68,30.3,1
"1318","Gulfport","MS",-89.1,30.44,1
"1319","Gunnison","CO",-106.93,38.55,1
"1320","Gurnee","IL",-87.9616666666667,42.385,6
"1321","Gustine","CA",-121.02,37.1,1
"1322","Hacienda Heights","CA",-117.965,34.01,2
"1323","Hackensack","NJ",-74.0433333333333,40.8966666666667,3
"1324","Hackettstown","NJ",-74.825,40.835,2
"1325","Haddonfield","NJ",-75.03,39.9,1
"1326","Hadley","MA",-72.55,42.36,1
"1327","Hagerstown","MD",-77.7525,39.6475,4
"1328","Hailey","ID",-114.32,43.53,1
"1329","Hainesville","IL",-88.07,42.35,1
"1330","Hales Corners","WI",-88.05,42.94,1
"1331","Half Moon Bay","CA",-122.43,37.47,1
"1332","Hallandale Beach","FL",-80.13,25.99,1
"1333","Haltom City","TX",-97.26,32.86,1
"1334","Hamden","CT",-72.92,41.37,1
"1335","Hamilton","NJ",-74.69,40.21,1
"1336","Hamilton","OH",-84.48,39.375,2
"1337","Hammond","IN",-87.48,41.57,1
"1338","Hammond","LA",-90.66,30.4833333333333,3
"1339","Hammonton","NJ",-74.74,39.55,1
"1340","Hampton","VA",-76.37,37.052,5
"1341","Hampton Bays","NY",-72.52,40.88,1
"1342","Hanford","CA",-119.666666666667,36.3266666666667,3
"1343","Hannacroix","NY",-73.9,42.41,1
"1344","Hanover","MA",-70.845,42.145,2
"1345","Hanover","MD",-76.7316666666667,39.1466666666667,6
"1346","Hanover","NH",-72.29,43.7,1
"1347","Hanover","PA",-76.975,39.8,2
"1348","Hanover Park","IL",-88.15,41.99,1
"1349","Happy Valley","OR",-122.546,45.438,5
"1350","Harahan","LA",-90.19,29.96,1
"1351","Harbor City","CA",-118.303333333333,33.7966666666667,3
"1352","Harker Heights","TX",-97.67,31.07,2
"1353","Harlingen","TX",-97.7,26.1875,4
"1354","Harper Woods","MI",-82.93,42.45,1
"1355","Harriman","TN",-84.55,35.89,1
"1356","Harrisburg","NC",-80.67,35.32,1
"1357","Harrisburg","PA",-76.83,40.2866666666667,6
"1358","Harrison","OH",-84.79,39.25,1
"1359","Harrisonburg","VA",-78.8583333333333,38.4316666666667,6
"1360","Harrisonville","MO",-94.36,38.65,1
"1361","Hartford","CT",-72.6766666666667,41.76,3
"1362","Hartsdale","NY",-73.8,41.015,2
"1363","Harvey","LA",-90.06,29.9,1
"1364","Harwich","MA",-70.02,41.71,1
"1365","Harwood Heights","IL",-87.81,41.97,1
"1366","Hasbrouck Heights","NJ",-74.07,40.86,1
"1367","Hastings","MN",-92.89,44.74,1
"1368","Hastings On Hudson","NY",-73.87,40.99,1
"1369","Hattiesburg","MS",-89.3533333333333,31.3233333333333,3
"1370","Hauppauge","NY",-73.2,40.83,1
"1371","Haverhill","MA",-71.11,42.8,2
"1372","Haverton","PA",-75.3,39.97,1
"1373","Havertown","PA",-75.32,39.97,1
"1374","Hawaiian Gardens","CA",-118.07,33.83,1
"1375","Hawthorne","CA",-118.348333333333,33.915,6
"1376","Hayden","ID",-116.79,47.74,1
"1377","Hayesville","NC",-83.8,35.03,1
"1378","Haymarket","VA",-77.64,38.83,2
"1379","Hays","KS",-99.33,38.875,2
"1380","Hayward","CA",-122.0875,37.65,12
"1381","Hazelwood","MO",-90.35,38.79,1
"1382","Healdsburg","CA",-122.87,38.61,2
"1383","Heath","OH",-82.44,40.03,1
"1384","Heber City","UT",-111.41,40.51,1
"1385","Hebron","KY",-84.678,39.064,5
"1386","Helena","MT",-112.023333333333,46.5933333333333,3
"1387","Hellertown","PA",-75.34,40.56,1
"1388","Helotes","TX",-98.68,29.56,1
"1389","Hemet","CA",-116.99,33.745,4
"1390","Henderson","NV",-115.0536,36.0228,25
"1391","Hendersonville","NC",-82.4466666666667,35.34,3
"1392","Hendersonville","TN",-86.605,36.3275,4
"1393","Henrico","VA",-77.57,37.65,2
"1394","Henrietta","NY",-77.62,43.09,2
"1395","Hercules","CA",-122.265,38.015,2
"1396","Hermiston","OR",-119.29,45.84,2
"1397","Hermitage","PA",-80.45,41.23,1
"1398","Hermitage","TN",-86.61,36.2,2
"1399","Hermosa Beach","CA",-118.393333333333,33.86,3
"1400","Hernando","MS",-89.99,34.83,1
"1401","Herndon","VA",-77.3971428571429,38.9485714285714,7
"1402","Hershey","PA",-76.66,40.2733333333333,3
"1403","Hesperia","CA",-117.3375,34.4375,4
"1404","Hewlett","NY",-73.7,40.64,1
"1405","Hghlands Ranch","CO",-105.01,39.55,1
"1406","Hialeah","FL",-80.32,25.87,4
"1407","Hiawassee","GA",-83.76,34.95,1
"1408","Hickory","NC",-81.32,35.7233333333333,3
"1409","Hickory Creek","TX",-97.04,33.13,1
"1410","Hicksville","NY",-73.53,40.765,2
"1411","High Point","NC",-80,35.995,4
"1412","Highland","CA",-117.2,34.12,1
"1413","Highland","IN",-87.47,41.52,1
"1414","Highland Heights","KY",-84.47,39.03,1
"1415","Highland Park","IL",-87.8166666666667,42.1833333333333,3
"1416","Highlands Ranch","CO",-104.971111111111,39.5466666666667,9
"1417","Highspire","PA",-76.79,40.22,1
"1418","Highwood","IL",-87.82,42.22,1
"1419","Higley","AZ",-111.69,33.33,1
"1420","Hilliard","OH",-83.12,40.035,2
"1421","Hillsboro","OR",-122.925,45.5283333333333,12
"1422","Hillsboro","TX",-97.09,32.01,1
"1423","Hillsborough","NJ",-74.65,40.5,1
"1424","Hillsdale","NJ",-74.04,41,1
"1425","Hillside","IL",-87.88,41.87,1
"1426","Hilo","HI",-155.07,19.705,4
"1427","Hilton Head","SC",-80.7375,32.18,4
"1428","Hinesville","GA",-81.64,31.97,1
"1429","Hingham","MA",-70.9,42.215,2
"1430","Hinsdale","IL",-87.92,41.8033333333333,3
"1431","Hiram","GA",-84.77,33.895,2
"1432","Hixson","TN",-85.245,35.135,2
"1433","Hobbs","NM",-103.15,32.735,2
"1434","Hoboken","NJ",-74.03,40.7433333333333,3
"1435","Hockessin","DE",-75.71,39.77,1
"1436","Hoffman Estates","IL",-88.154,42.072,5
"1437","Holladay","UT",-111.8,40.64,1
"1438","Holland","MI",-86.1028571428571,42.8071428571429,7
"1439","Holland","OH",-83.705,41.61,2
"1440","Hollister","CA",-121.39,36.84,3
"1441","Hollister","MO",-93.2,36.58,1
"1442","Holly Springs","NC",-78.8233333333333,35.65,3
"1443","Hollywood","CA",-118.331666666667,34.1016666666667,6
"1444","Hollywood","FL",-80.166,26.022,5
"1445","Holyoke","MA",-72.64,42.17,3
"1446","Homer","AK",-151.54,59.64,1
"1447","Homestead","FL",-80.46,25.48,1
"1448","Homewood","AL",-86.77,33.47,1
"1449","Homewood","IL",-87.6633333333333,41.56,3
"1450","Honolulu","HI",-157.854047619048,21.3045238095238,42
"1451","Hood River","OR",-121.515,45.71,2
"1452","Hoover","AL",-86.8,33.388,5
"1453","Hopewell","VA",-77.33,37.26,1
"1454","Hopkins","MN",-93.42,44.93,1
"1455","Hopkinsville","KY",-87.47,36.83,1
"1456","Hopkinton","MA",-71.545,42.215,2
"1457","Horn Lake","MS",-90.01,34.96,1
"1458","Horsham","PA",-75.13,40.18,1
"1459","Hot Springs","AR",-93.06,34.46,1
"1460","Houma","LA",-90.75,29.61,1
"1461","Houston","TX",-95.4551298701299,29.7958441558442,154
"1462","Howard Beach","NY",-73.84,40.66,1
"1463","Howell","MI",-83.76,42.63,1
"1464","Howell","NJ",-74.22,40.14,1
"1465","Hudson","OH",-81.44,41.24,1
"1466","Hudson","WI",-92.72,44.96,1
"1467","Hudsonville","MI",-85.85,42.89,1
"1468","Hull","GA",-83.31,34.08,1
"1469","Humble","TX",-95.229,30.009,10
"1470","Huntersville","NC",-80.872,35.436,5
"1471","Huntingdon Valley","PA",-75.08,40.13,2
"1472","Huntington","NY",-73.42,40.85,2
"1473","Huntington","WV",-82.38,38.41,2
"1474","Huntington Beach","CA",-118.001578947368,33.6931578947368,19
"1475","Huntington Park","CA",-118.22,33.99,2
"1476","Huntington Station","NY",-73.41,40.825,2
"1477","Huntley","IL",-88.43,42.145,2
"1478","Huntsville","AL",-86.6114285714286,34.7271428571429,7
"1479","Huntsville","TX",-95.542,30.634,5
"1480","Hurst","TX",-97.1916666666667,32.8366666666667,6
"1481","Hutchinson","KS",-97.91,38.09,2
"1482","Hutchinson","MN",-94.38,44.87,1
"1483","Hutto","TX",-97.56,30.54,1
"1484","Hyannis","MA",-70.29,41.67,2
"1485","Hyattsville","MD",-76.96,38.97,3
"1486","Idaho Falls","ID",-112.0275,43.4925,4
"1487","Idaho Springs","CO",-105.5,39.74,1
"1488","Incline Village","NV",-119.95,39.25,1
"1489","Independence","KY",-84.55,38.93,1
"1490","Independence","MO",-94.3871428571429,39.0571428571429,7
"1491","Independence","OH",-81.64,41.4,1
"1492","Indialantic","FL",-80.57,28.09,1
"1493","Indian Harbor Beach","FL",-80.58,28.15,1
"1494","Indian Trail","NC",-80.65,35.05,1
"1495","Indiana","PA",-79.17,40.615,2
"1496","Indianapolis","IN",-86.1455357142857,39.8207142857143,56
"1497","Indio","CA",-116.228,33.72,5
"1498","Inglewood","CA",-118.348,33.96,5
"1499","Inman","SC",-82,35.06,1
"1500","Inver Grove Heights","MN",-93.08,44.82,1
"1501","Iowa City","IA",-91.52,41.6575,4
"1502","Irmo","SC",-81.19,34.09,1
"1503","Irondequoit","NY",-77.58,43.2,1
"1504","Irvine","CA",-117.797692307692,33.6765384615385,26
"1505","Irving","TX",-96.97,32.8875,8
"1506","Irwin","PA",-79.69,40.32,1
"1507","Irwindale","CA",-117.94,34.11,1
"1508","Iselin","NJ",-74.3,40.56,1
"1509","Isla Vista","CA",-119.86,34.41,1
"1510","Islamorada","FL",-80.61,24.94,1
"1511","Island Park","NY",-73.65,40.6,1
"1512","Islandia","NY",-73.16,40.81,1
"1513","Islip","NY",-73.21,40.73,1
"1514","Issaquah","WA",-122.0325,47.5516666666667,12
"1515","Itasca","IL",-88.01,41.97,1
"1516","Ithaca","NY",-76.4933333333333,42.4533333333333,3
"1517","Jackson","CA",-120.8,38.37,2
"1518","Jackson","FL",-81.61,30.2,1
"1519","Jackson","MI",-84.39,42.265,2
"1520","Jackson","MO",-94.36,38.92,1
"1521","Jackson","MS",-90.15,32.38,2
"1522","Jackson","TN",-88.846,35.68,5
"1523","Jackson","WY",-110.775,43.475,2
"1524","Jackson Heights","NY",-73.89,40.75,1
"1525","Jackson Hole","WY",-110.75,43.48,1
"1526","Jacksonville","AR",-92.11,34.89,1
"1527","Jacksonville","FL",-81.5991666666667,30.2841666666667,36
"1528","Jacksonville","NC",-77.3933333333333,34.78,3
"1529","Jacksonville Beach","FL",-81.39,30.265,2
"1530","Jacksonville Mandarin","FL",-81.63,30.19,1
"1531","Jamaica","NY",-73.7911111111111,40.6588888888889,9
"1532","Jamestown","NC",-79.93,35.97,1
"1533","Jamestown","NY",-79.29,42.1,1
"1534","Jamison","PA",-75.09,40.26,1
"1535","Janesville","WI",-88.99,42.72,2
"1536","Jasper","GA",-84.46,34.47,1
"1537","Jefferson","GA",-83.61,34.12,1
"1538","Jefferson City","MO",-92.23,38.585,2
"1539","Jeffersontown","KY",-85.565,38.215,2
"1540","Jeffersonville","OH",-83.6,39.62,1
"1541","Jenison","MI",-85.79,42.91,1
"1542","Jenkintown","PA",-75.13,40.1,1
"1543","Jensen Beach","FL",-80.27,27.24,2
"1544","Jericho","NY",-73.53,40.79,1
"1545","Jersey City","NJ",-74.0366666666667,40.7266666666667,6
"1546","Jessup","MD",-76.79,39.17,1
"1547","Jim Thorpe","PA",-75.64,40.97,1
"1548","Johns Creek","GA",-84.18,34.05,1
"1549","Johns Island","SC",-80.15,32.61,1
"1550","Johnson City","TN",-82.374,36.318,5
"1551","Johnston","IA",-93.72,41.66,2
"1552","Johnstown","CO",-104.98,40.41,1
"1553","Johnstown","PA",-78.85,40.28,1
"1554","Joint Base Andrews","MD",-76.89,38.81,1
"1555","Joliet","IL",-88.1433333333333,41.5333333333333,3
"1556","Jonesboro","AR",-90.6825,35.825,4
"1557","Jonesborough","TN",-82.49,36.29,1
"1558","Joplin","MO",-94.49,37.075,4
"1559","Junction City","KS",-96.82,39.02,1
"1560","Junction City","OR",-123.21,44.23,1
"1561","Juneau","AK",-134.555,58.36,2
"1562","Jupiter","FL",-80.11,26.9125,4
"1563","Kahului","HI",-156.466666666667,20.8816666666667,6
"1564","Kahului Airport","HI",-156.44,20.89,1
"1565","Kailua","HI",-157.74,21.39,2
"1566","Kailua-kona","HI",-155.99,19.6466666666667,3
"1567","Kalamazoo","MI",-85.64,42.278,5
"1568","Kalispell","MT",-114.323333333333,48.2266666666667,3
"1569","Kamuela","HI",-155.67,20.02,1
"1570","Kaneohe","HI",-157.803333333333,21.4133333333333,3
"1571","Kansas City","KS",-94.8066666666667,39.1266666666667,3
"1572","Kansas City","MO",-94.6226923076923,39.1623076923077,26
"1573","Kapaa","HI",-159.32,22.06,1
"1574","Kapolei","HI",-158.086666666667,21.3333333333333,3
"1575","Katy","TX",-95.7705555555556,29.7722222222222,18
"1576","Kearney","NE",-99.085,40.72,2
"1577","Keene","NH",-72.3,42.93,2
"1578","Keesler Afb","MS",-88.91,30.41,1
"1579","Keizer","OR",-123.003333333333,45.0066666666667,3
"1580","Keller","TX",-97.2366666666667,32.93,3
"1581","Kelso","WA",-122.9,46.145,2
"1582","Kemah","TX",-95.02,29.545,2
"1583","Kendall","FL",-80.42,25.68,1
"1584","Kenilworth","NJ",-74.28,40.68,1
"1585","Kenmore","WA",-122.245,47.76,2
"1586","Kennebunk","ME",-70.54,43.39,2
"1587","Kenner","LA",-90.2466666666667,30.0166666666667,3
"1588","Kennesaw","GA",-84.583,34.022,10
"1589","Kennett Square","PA",-75.68,39.86,1
"1590","Kennewick","WA",-119.193333333333,46.2116666666667,6
"1591","Kenosha","WI",-87.88,42.58,4
"1592","Kensington","MD",-77.075,39.03,2
"1593","Kent","OH",-81.35,41.15,1
"1594","Kent","WA",-122.221176470588,47.3923529411765,17
"1595","Kent,","WA",-122.3,47.37,1
"1596","Kentwood","MI",-85.63,42.85,1
"1597","Kerman","CA",-120.04,36.73,1
"1598","Kernersville","NC",-80.0966666666667,36.11,3
"1599","Kerrville","TX",-99.17,30.06,1
"1600","Ketchikan","AK",-131.67,55.35,1
"1601","Ketchum","ID",-114.36,43.69,1
"1602","Kettering","OH",-84.12,39.7,1
"1603","Kettleman City","CA",-119.96,35.99,1
"1604","Kew Gardens","NY",-73.83,40.71,1
"1605","Key Biscayne","FL",-80.16,25.7,1
"1606","Key Largo","FL",-80.44,25.09,1
"1607","Key West","FL",-81.785,24.5625,4
"1608","Keystone","CO",-105.94,39.61,1
"1609","Kihei","HI",-156.45,20.7433333333333,3
"1610","Kill Devil Hills","NC",-75.65,35.99,1
"1611","Killeen","TX",-97.77,31.115,4
"1612","King City","CA",-121.14,36.2,1
"1613","King George","VA",-77.05,38.35,1
"1614","King Of Prussia","PA",-75.38,40.08875,8
"1615","Kingman","AZ",-114.04,35.2266666666667,3
"1616","Kings Beach","CA",-120.04,39.24,1
"1617","Kings Island","OH",-84.25,39.36,1
"1618","Kings Mountain","NC",-81.4,35.24,1
"1619","Kingsburg","CA",-119.56,36.52,1
"1620","Kingsport","TN",-82.505,36.545,2
"1621","Kingston","MA",-70.71,41.97,1
"1622","Kingston","NY",-73.99,41.965,2
"1623","Kingston","WA",-122.54,47.81,2
"1624","Kingstowne","VA",-77.14,38.77,1
"1625","Kingsville","TX",-97.86,27.52,1
"1626","Kingwood","TX",-95.21,30.06,2
"1627","Kirkland","WA",-122.192307692308,47.6961538461538,13
"1628","Kirksville","MO",-92.57,40.2,1
"1629","Kirkwood","MO",-90.41,38.58,1
"1630","Kissimmee","FL",-81.494,28.326,5
"1631","Kittery","ME",-70.73,43.11,1
"1632","Kitty Hawk","NC",-75.72,36.1,1
"1633","Klamath Falls","OR",-121.735,42.21,2
"1634","Knightdale","NC",-78.505,35.795,2
"1635","Knoxville","TN",-84.0288888888889,35.9333333333333,18
"1636","Knoxville West","TN",-84.05,35.92,1
"1637","Kodiak","AK",-152.37,57.81,1
"1638","Kokomo","IN",-86.13,40.44,1
"1639","Koloa","HI",-159.46,21.88,1
"1640","Kona","HI",-156,19.65,1
"1641","Kuna","ID",-116.41,43.49,1
"1642","Kutztown","PA",-75.78,40.51,1
"1643","Kyle","TX",-97.85,30.01,2
"1644","La Canada","CA",-118.205,34.205,2
"1645","La Crescenta","CA",-118.245,34.225,2
"1646","La Grande","OR",-118.075,45.325,2
"1647","La Grange","GA",-84.98,33.04,1
"1648","La Grange","IL",-87.87,41.81,1
"1649","La Habra","CA",-117.958,33.926,5
"1650","La Jolla","CA",-117.25,32.8533333333333,9
"1651","La Mesa","CA",-117.012857142857,32.7728571428571,7
"1652","La Mirada","CA",-118.01,33.9066666666667,3
"1653","La Plata","MD",-76.98,38.5366666666667,3
"1654","La Puente","CA",-117.95,34.04,1
"1655","La Quinta","CA",-116.29,33.705,4
"1656","La Verne","CA",-117.7675,34.115,4
"1657","Lacey","WA",-122.8125,47.03375,8
"1658","Lacy Lakeview","TX",-97.11,31.6,1
"1659","Ladera Ranch","CA",-117.64,33.56,2
"1660","Ladue","MO",-90.4,38.63,1
"1661","Lady Lake","FL",-81.935,28.93,2
"1662","Lafayette","CA",-122.113333333333,37.8933333333333,3
"1663","Lafayette","CO",-105.1,39.995,2
"1664","Lafayette","IN",-86.858,40.42,5
"1665","Lafayette","LA",-92.0433333333333,30.19,6
"1666","Lagrange","KY",-85.36,38.38,1
"1667","Laguna Beach","CA",-117.786666666667,33.5433333333333,3
"1668","Laguna Hills","CA",-117.703333333333,33.6,3
"1669","Laguna Niguel","CA",-117.706666666667,33.5483333333333,6
"1670","Laguna Woods","CA",-117.71,33.61,1
"1671","Lahaina","HI",-156.685,20.8925,4
"1672","Lake Bluff","IL",-87.88,42.28,2
"1673","Lake Buena Vista","FL",-81.552,28.378,5
"1674","Lake Charles","LA",-93.236,30.196,5
"1675","Lake City","FL",-82.67,30.18,1
"1676","Lake Delton","WI",-89.78,43.58,1
"1677","Lake Elsinore","CA",-117.328,33.678,5
"1678","Lake Forest","CA",-117.687142857143,33.6528571428571,7
"1679","Lake Forest","IL",-87.8733333333333,42.24,3
"1680","Lake Forest","WA",-122.28,47.75,1
"1681","Lake Geneva","WI",-88.42,42.595,2
"1682","Lake Grove","NY",-73.13,40.865,2
"1683","Lake Havasu City","AZ",-114.32,34.47,4
"1684","Lake In The Hills","IL",-88.33,42.18,1
"1685","Lake Isabella","CA",-118.48,35.62,1
"1686","Lake Jackson","TX",-95.46,29.05,1
"1687","Lake Mary","FL",-81.355,28.77,2
"1688","Lake Orion","MI",-83.24,42.78,1
"1689","Lake Oswego","OR",-122.711818181818,45.4136363636364,11
"1690","Lake Park","FL",-80.09,26.8,1
"1691","Lake Placid","NY",-73.99,44.29,1
"1692","Lake Ridge","VA",-77.31,38.69,1
"1693","Lake St. Louis","MO",-90.78,38.77,1
"1694","Lake Stevens","WA",-122.103333333333,48,3
"1695","Lake Worth","FL",-80.05,26.62,1
"1696","Lake Worth","TX",-97.43,32.81,1
"1697","Lake Zurich","IL",-88.1025,42.1875,4
"1698","Lakeland","FL",-81.965,28.0483333333333,6
"1699","Lakeland","TN",-89.76,35.205,2
