city,state,long,lat,value
Colville,WA,-117.91,48.55,1
Commack,NY,-73.285,40.8275,4
Commerce,CA,-118.15,34.02,1
Commerce,GA,-83.46,34.26,1
Commerce City,CO,-104.79,39.885,2
Commerce Township,MI,-83.44,42.6,1
Compton,CA,-118.2375,33.8825,4
Concord,CA,-122.021666666667,37.97,12
Concord,MA,-71.36,42.46,1
Concord,NC,-80.69,35.41,7
Concord,NH,-71.49,43.22,1
Conifer,CO,-105.3,39.5333333333333,3
Conroe,TX,-95.48,30.2975,4
Conshohocken,PA,-75.29,40.09,1
Converse,TX,-98.32,29.5,1
Conway,AR,-92.425,35.09,4
Conway,SC,-79.01,33.8,1
Conyers,GA,-84.015,33.64,2
Cookeville,TN,-85.505,36.155,2
Coolidge,AZ,-111.52,32.99,1
Coon Rapids,MN,-93.3,45.16,3
Coos Bay,OR,-124.21,43.36,1
Copiague,NY,-73.41,40.69,1
Coppell,TX,-96.99,32.97,2
Copper Mountain,CO,-106.15,39.5,1
Copperas Cove,TX,-97.88,31.12,1
Coral Gables,FL,-80.2683333333333,25.7283333333333,6
Coral Springs,FL,-80.2414285714286,26.2728571428571,7
Coralville,IA,-91.5966666666667,41.6833333333333,3
Cordova,TN,-89.7775,35.155,4
Corinth,TX,-97.04,33.13,1
Cornelia,GA,-83.55,34.51,1
Cornelias,OR,-123.05,45.52,1
Cornelius,NC,-80.8766666666667,35.48,3
Cornelius,OR,-123.04,45.52,1
Corning,CA,-122.2,39.93,1
Corolla,NC,-75.81,36.3,1
Corona,CA,-117.545,33.8641666666667,12
Corona Del Mar,CA,-117.87,33.6,1
Coronado,CA,-117.18,32.69,1
Corpus Christi,TX,-97.368,27.714,5
Corte Madera,CA,-122.515,37.93,4
Cortez,CO,-108.58,37.35,1
Cortlandt Manor,NY,-73.88,41.31,1
Corvallis,OR,-123.271666666667,44.575,6
Cos Cob,CT,-73.6,41.04,1
Costa Mesa,CA,-117.903888888889,33.6688888888889,18
Cotati,CA,-122.7,38.33,1
Cottage Grove,MN,-92.945,44.825,2
Cottage Grove,OR,-123.05,43.8,1
Cottonwood,AZ,-112.01,34.73,1
Couer D'alene,ID,-116.79,47.69,1
Council Bluffs,IA,-95.8466666666667,41.2366666666667,3
Countryside,IL,-87.875,41.785,2
Covina,CA,-117.89,34.092,5
Covingtion,WA,-122.11,47.36,1
Covington,KY,-84.51,39.09,1
Covington,LA,-90.11,30.44,2
Covington,WA,-122.1125,47.36,4
Craig,CO,-107.55,40.51,1
Cranberry Township,PA,-80.1,40.69,3
Cranbury,NJ,-74.4733333333333,40.32,3
Cranford,NJ,-74.295,40.655,2
Cranston,RI,-71.46,41.76,1
Crescent City,CA,-124.2,41.76,1
Crestview,FL,-86.57,30.73,1
Crestview Hills,KY,-84.58,39.02,1
Crestwood,IL,-87.74,41.65,1
Crestwood,KY,-85.49,38.34,1
Crestwood,MO,-90.38,38.56,1
Creve Coeur,MO,-90.44,38.67,2
Crosby,TX,-95.06,29.89,1
Cross Roads,TX,-96.99,33.23,1
Crossville,TN,-85.04,35.96,1
Crowley,TX,-97.35,32.57,1
Crown Point,IN,-87.36,41.43,1
Crystal,MN,-93.36,45.05,1
Crystal Lake,IL,-88.3066666666667,42.2266666666667,3
Cullman,AL,-86.84,34.15,1
Cullowhee,NC,-83.18,35.31,1
Culpeper,VA,-77.97,38.485,2
Culver City,CA,-118.396666666667,34.0016666666667,6
Cumming,GA,-84.158,34.184,5
Cupertino,CA,-122.03125,37.33,8
Cutler Bay,FL,-80.365,25.58,2
Cuyahoga Falls,OH,-81.492,41.14,5
Cypress,CA,-118.0275,33.81,4
Cypress,TX,-95.69,29.96625,8
D'iberville,MS,-88.89,30.45,2
Dacula,GA,-83.9166666666667,34.04,3
Dahlonega,GA,-83.98,34.53,1
Dale City,VA,-77.33,38.65,1
Dallas,GA,-84.785,33.96,2
Dallas,NC,-81.18,35.32,1
Dallas,OR,-123.31,44.93,2
Dallas,TX,-96.832808988764,32.8604494382022,89
Dalton,GA,-84.975,34.78,2
Daly City,CA,-122.471666666667,37.685,6
Damascus,MD,-77.2,39.29,1
Damascus,OR,-122.46,45.42,1
Dana Point,CA,-117.7,33.484,5
Danbury,CT,-73.472,41.398,5
Danvers,MA,-70.94,42.55,1
Danville,CA,-121.958333333333,37.8083333333333,6
Danville,VA,-79.425,36.595,2
Daphne,AL,-87.91,30.65,1
Dardenne,MO,-90.76,38.77,1
Darien,CT,-73.47,41.08,1
Darien,IL,-87.97,41.75,1
Darnestown,MD,-77.29,39.1,1
Davenport,FL,-81.64,28.23,1
Davenport,IA,-90.5325,41.57,4
Davidson,NC,-80.86,35.5,1
Davie,FL,-80.25,26.065,4
Davis,CA,-121.741111111111,38.5488888888889,9
Davison,MI,-83.54,43.04,1
Dawsonville,GA,-84.05,34.35,1
Dayton,NV,-119.58,39.26,1
Dayton,OH,-84.162,39.731,10
Daytona Beach,FL,-81.05,29.1975,4
Daytona Beach Shores,FL,-80.97,29.15,1
Dayville,CT,-71.92,41.85,1
De Pere,WI,-88.09,44.45,1
Deadwood,SD,-103.73,44.38,1
Dearborn,MI,-83.2133333333333,42.3166666666667,3
Dearborn Heights,MI,-83.3,42.33,2
Decatur,AL,-86.98,34.575,2
Decatur,GA,-84.2725,33.76,4
Decatur,IL,-88.96,39.89,2
Decatur,TX,-97.6,33.23,1
Dedham,MA,-71.175,42.245,2
Deer Park,IL,-88.05,42.16,2
Deer Park,NY,-73.315,40.76,2
Deer Park,TX,-95.115,29.67,2
Deerfield,IL,-87.84,42.16,2
Deerfield Beach,FL,-80.12,26.315,4
Dekalb,IL,-88.74,41.935,4
Del Mar,CA,-117.2475,32.9575,4
Del Rey Oaks,CA,-121.84,36.59,2
Del Rio,TX,-100.9,29.39,1
Delafield,WI,-88.375,43.05,2
Deland,FL,-81.3,28.99,1
Delano,CA,-119.25,35.78,1
Delavan,WI,-88.61,42.63,1
Delaware,OH,-83.09,40.29,2
Delran,NJ,-74.94,40.02,1
Delray Beach,FL,-80.108,26.448,5
Deming,NM,-107.99,32.24,1
Denham Springs,LA,-90.96,30.495,2
Denton,TX,-97.131,33.207,10
Denver,CO,-104.95746835443,39.7321518987342,79
Denville,NJ,-74.495,40.88,2
Depew,NY,-78.7,42.875,2
Deptford,NJ,-75.1,39.83,2
Derby,CT,-73.06,41.31,1
Derby,KS,-97.24,37.645,2
Des Moines,IA,-93.6771428571429,41.5757142857143,7
Des Moines,WA,-122.305,47.385,2
Des Peres,MO,-90.4433333333333,38.6,3
Des Plaines,IL,-87.885,42.015,2
Desert Hot Springs,CA,-116.5,33.95,1
Desoto,TX,-96.84,32.6,2
Destin,FL,-86.4166666666667,30.3866666666667,3
Detroit,MI,-83.1418181818182,42.3209090909091,11
Devon,PA,-75.41,40.05,1
Diamond Bar,CA,-117.826666666667,33.9933333333333,3
Dickinson,ND,-102.8,46.88,1
Dickinson,TX,-95.08,29.45,1
Dickson City,PA,-75.64,41.47,1
Dillon,CO,-106.055,39.63,2
Dillon,MT,-112.63,45.22,1
Dinuba,CA,-119.4,36.55,1
Dixon,CA,-121.84,38.46,2
Dobbs Ferry,NY,-73.86,41,1
Doral,FL,-80.3566666666667,25.8,3
Dorchester,MA,-71.07,42.29,1
Doswell,VA,-77.45,37.84,1
Dothan,AL,-85.45,31.27,1
Douglasville,GA,-84.73,33.715,2
Dover,DE,-75.53,39.175,2
Dover,NH,-70.89,43.22,1
Downers Grove,IL,-88.0075,41.8125,4
Downey,CA,-118.128,33.938,5
Doylestown,PA,-75.13,40.3,3
Draper,UT,-111.86,40.53,1
Dresher,PA,-75.17,40.14,1
Duarte,CA,-117.975,34.135,2
Dublin,CA,-121.89375,37.70625,8
Dublin,GA,-82.945,32.54,2
Dublin,OH,-83.1277777777778,40.0966666666667,9
Dubuque,IA,-90.7066666666667,42.5,3
Dulles,VA,-77.42,39.03,1
Duluth,GA,-84.1433333333333,33.9955555555556,9
Duluth,MN,-92.134,46.804,5
Dumfries,VA,-77.33,38.6,2
Dumont,CO,-105.6,39.76,1
Duncanville,TX,-96.92,32.65,1
Dunedin,FL,-82.76,28.02,1
Dunkirk,MD,-76.66,38.72,2
Dunwoody,GA,-84.34,33.935,2
Dupont,WA,-122.635,47.09,2
Durango,CO,-107.88,37.2775,4
Durham,NC,-78.9366666666667,35.9606666666667,15
Duvall,WA,-121.99,47.73,2
Dyer,IN,-87.51,41.49,1
E Wenatchee,WA,-120.28,47.4,1
Eagan,MN,-93.19,44.814,5
Eagle,CO,-106.83,39.66,1
Eagle,ID,-116.34,43.69,2
Eagle Mountain,UT,-111.97,40.36,1
Eagle River,AK,-149.563333333333,61.3333333333333,3
Easley,SC,-82.54,34.83,1
East Amherst,NY,-78.7,43.03,1
East Boston,MA,-71.02,42.385,2
East Brunswick,NJ,-74.4,40.46,1
East Grand Rapids,MI,-85.61,42.95,1
East Greenbush,NY,-73.71,42.6,1
East Greenwich,RI,-71.45,41.66,1
East Hampton,NY,-72.19,40.96,1
East Hanover,NJ,-74.37,40.805,2
East Lansing,MI,-84.484,42.736,5
East Longmeadow,MA,-72.51,42.07,1
East Lyme,CT,-72.22,41.365,2
East Norriton,PA,-75.31,40.14,1
East Northport,NY,-73.32,40.85,2
East Peoria,IL,-89.59,40.67,1
East Point,GA,-84.5,33.655,2
East Ridgefield,NJ,-74,40.83,1
East Rutherford,NJ,-74.085,40.82,2
East Setauket,NY,-73.07,40.9,1
East Wenatchee,WA,-120.29,47.41,2
Easton,MA,-71.13,42.02,1
Easton,MD,-76.08,38.7766666666667,3
Easton,PA,-75.275,40.705,2
Eastvale,CA,-117.59,33.96,1
Eatontown,NJ,-74.05,40.29,1
Eau Claire,WI,-91.47,44.79,3
Eden Prairie,MN,-93.424,44.858,5
Edgemont,PA,-75.44,39.98,1
Edgewater,CO,-105.053333333333,39.75,3
Edgewater,MD,-76.56,38.94,2
Edgewater,NJ,-73.98,40.81,2
Edgewood,NM,-106.19,35.06,1
Edgewood,WA,-122.29,47.25,1
Edina,MN,-93.3355555555556,44.8866666666667,9
Edinburg,TX,-98.175,26.285,2
Edison,NJ,-74.34,40.545,6
Edmond,OK,-97.4714285714286,35.6442857142857,7
Edmonds,WA,-122.353333333333,47.795,6
Edwards,CA,-117.93,34.92,1
Edwards,CO,-106.59,39.64,1
Edwardsville,IL,-89.975,38.79,2
Effingham,IL,-88.57,39.14,1
Eglin Afb,FL,-86.53,30.47,1
El Cajon,CA,-116.953846153846,32.7923076923077,13
El Centro,CA,-115.56,32.795,4
El Cerrito,CA,-122.313333333333,37.9166666666667,3
El Dorado Hills,CA,-121.0725,38.68,4
El Jebel,CO,-107.09,39.39,1
El Monte,CA,-118.0375,34.07,4
El Paso,TX,-106.42619047619,31.8014285714286,21
El Segundo,CA,-118.391428571429,33.9171428571429,7
El Sobrante,CA,-122.3,37.98,1
Elburn,IL,-88.47,41.9,1
Eldersburg,MD,-76.9466666666667,39.4066666666667,3
Elgin,IL,-88.34,42.06,2
Elizabeth,CO,-104.61,39.36,1
Elizabeth,NJ,-74.17,40.66,1
Elizabeth City,NC,-76.25,36.29,1
Elizabethtown,KY,-85.84,37.71,1
Elizabethtown,PA,-76.59,40.14,1
Elk Grove,CA,-121.414545454545,38.4190909090909,11
Elk Grove Village,IL,-87.9966666666667,42.0033333333333,3
Elk River,MN,-93.56,45.32,1
Elkhart,IN,-85.965,41.69125,8
Elko,NV,-115.77,40.84,2
Elkridge,MD,-76.78,39.21,1
Ellensburg,WA,-120.54,46.9925,4
Ellenton,FL,-82.51,27.53,1
Ellicott City,MD,-76.824,39.254,5
Ellijay,GA,-84.485,34.67,2
Elmhurst,IL,-87.945,41.8975,4
Elmhurst,NY,-73.8725,40.735,4
Elmira,NY,-76.82,42.1,1
Elmont,NY,-73.7,40.71,1
Elverson,PA,-75.83,40.15,1
Elyria,OH,-82.08,41.41,1
Emeryville,CA,-122.288,37.836,5
Emmett,ID,-116.49,43.86,1
Emporia,KS,-96.22,38.42,1
Encinitas,CA,-117.27125,33.05875,8
Encino,CA,-118.506666666667,34.16,3
Enfield,CT,-72.58,41.995,2
Englewood,CO,-104.953333333333,39.6233333333333,9
Englewood,NJ,-73.97,40.89,1
Englewood,OH,-84.31,39.86,1
Enid,OK,-97.91,36.39,1
Ennis,TX,-96.62,32.33,1
Enola,PA,-77.07,40.28,1
Enumclaw,WA,-121.986666666667,47.2,3
Ephrata,PA,-76.16,40.17,1
Ephrata,WA,-119.56,47.31,1
Epping,NH,-71.07,43.03,1
Erie,CO,-105.1,40.02,2
Erie,PA,-80.1,42.0783333333333,6
Escalon,CA,-121,37.8,1
Escondido,CA,-117.085,33.108125,16
Estero,FL,-81.7966666666667,26.4166666666667,3
Estes Park,CO,-105.52,40.38,2
Eugene,OR,-123.103,44.055,20
Euless,TX,-97.1,32.8666666666667,3
Eureka,CA,-124.15,40.7975,4
Evans,GA,-82.1233333333333,33.5333333333333,3
Evanston,IL,-87.69,42.04375,8
Evansville,IN,-87.5283333333333,37.9866666666667,6
Everett,MA,-71.07,42.4,1
Everett,WA,-122.207,47.9295,20
Evergreen,CO,-105.35,39.67,2
Evesham,NJ,-74.93,39.89,1
Ewa Beach,HI,-158.02,21.33,2
Excelsior,MN,-93.57,44.9,1
Exton,PA,-75.6383333333333,40.0383333333333,6
Fair Oaks,CA,-121.268,38.662,5
Fairbanks,AK,-147.778,64.84,5
Fairborn,OH,-84.07,39.78,1
Fairburn,GA,-84.58,33.54,1
Fairchild Afb,WA,-117.65,47.64,1
Fairfax,VA,-77.3275,38.85625,16
Fairfield,CA,-122.065555555556,38.2522222222222,9
Fairfield,CT,-73.25,41.16,4
Fairfield,NJ,-74.27,40.89,1
Fairfield,OH,-84.52,39.34,1
Fairlawn,NJ,-74.13,40.94,1
Fairport,NY,-77.44,43.1,2
Fairview,OR,-122.44,45.53,1
Fairview,TX,-96.97,32.92,1
Fairview Heights,IL,-89.9833333333333,38.59,3
Fairview Park,OH,-81.85,41.46,2
Falcon,CO,-104.6,38.94,1
Fallbrook,CA,-117.25,33.37,2
Fallon,NV,-118.79,39.48,1
Falls Church,VA,-77.1630769230769,38.8676923076923,13
Falmouth,MA,-70.6,41.56,1
Falmouth,ME,-70.23,43.72,1
Fargo,ND,-96.8466666666667,46.85,3
Farmingdale,NY,-73.4266666666667,40.74,3
Farmington,CT,-72.8066666666667,41.7233333333333,3
Farmington,MI,-83.37,42.46,1
Farmington,NM,-108.153333333333,36.76,3
Farmington,UT,-111.91,40.985,2
Farmington Hills,MI,-83.35,42.475,2
Farragut,TN,-84.15,35.89,2
Fayette,PA,-80.18,40.45,1
Fayetteville,AR,-94.1825,36.0825,4
Fayetteville,GA,-84.45,33.455,4
Fayetteville,NC,-78.9357142857143,35.0642857142857,7
Fayetteville,NY,-76.02,43.03,1
Feasterville,PA,-75,40.15,1
Federal Heights,CO,-105.02,39.88,1
Federal Way,WA,-122.336666666667,47.31,9
Fenton,MI,-83.73,42.7966666666667,3
Fenton,MO,-90.44,38.51,1
Ferguson,MO,-90.28,38.77,1
Fernandina Beach,FL,-81.45,30.64,1
Ferndale,WA,-122.58,48.84,1
Fernley,NV,-119.22,39.61,1
Fife,WA,-122.37,47.24,1
Fillmore,CA,-118.92,34.4,1
Findlay,OH,-83.61,41.06,1
Firestone,CO,-104.953333333333,40.1466666666667,3
Fishers,IN,-85.9871428571429,39.96,7
Fishkill,NY,-73.89,41.53,1
Fitchburg,WI,-89.455,43.02,2
Flagstaff,AZ,-111.642,35.195,10
Flat Rock,NC,-82.43,35.29,1
Flemington,NJ,-74.86,40.49,1
Fletcher,NC,-82.51,35.44,1
Flint,MI,-83.69,43.005,2
Florence,AL,-87.66,34.82,2
Florence,AZ,-111.49,33.06,1
Florence,KY,-84.6433333333333,39.0033333333333,3
Florence,OR,-124.1,43.97,1
Florence,SC,-79.8,34.1933333333333,3
Florham Park,NJ,-74.39,40.79,1
Florida City,FL,-80.48,25.45,1
Florissant,MO,-90.32,38.795,2
Flossmoor,IL,-87.71,41.53,1
Flourtown,PA,-75.21,40.105,2
Flower Mound,TX,-97.059,33.043,10
Flowery Branch,GA,-83.91,34.18,1
Flowood,MS,-90.065,32.31,2
Flushing,NY,-73.83,40.765,4
Foley,AL,-87.68,30.38,1
Folsom,CA,-121.153333333333,38.6658333333333,12
Fond Du Lac,WI,-88.4566666666667,43.7833333333333,3
Fontana,CA,-117.46,34.1066666666667,9
Foothill Ranch,CA,-117.67,33.69,1
Forest City,NC,-81.88,35.32,1
Forest Grove,OR,-123.105,45.52,2
Forest Hill,TX,-97.28,32.66,1
Forest Hills,NY,-73.85,40.72,4
Forest Lake,MN,-93.005,45.275,2
Forest Park,IL,-87.81,41.88,1
Forest Park,OH,-84.52,39.3,1
Forestville,MD,-76.885,38.845,2
Forked River,NJ,-74.21,39.87,1
Forney,TX,-96.455,32.74,2
Fort Belvoir,VA,-77.1433333333333,38.7066666666667,3
Fort Benning,GA,-84.93,32.37,1
Fort Bragg,CA,-123.81,39.43,1
Fort Bragg,NC,-78.9933333333333,35.1333333333333,3
Fort Campbell,KY,-87.46,36.65,2
Fort Carson,CO,-104.8,38.73,2
Fort Collins,CO,-105.077857142857,40.555,14
Fort Dodge,IA,-94.16,42.51,1
Fort Drum,NY,-75.81,44.05,1
Fort Eustis,VA,-76.58,37.16,1
Fort Gordon,GA,-82.13,33.42,2
Fort Gratiot,MI,-82.46,43.03,2
Fort Huachuca,AZ,-110.36,31.55,1
Fort Irwin,CA,-116.69,35.26,1
Fort Knox,KY,-85.95,37.88,1
Fort Lauderdale,FL,-80.156875,26.11875,16
Fort Leavenworth,KS,-94.92,39.36,1
Fort Lee,NJ,-73.972,40.858,5
Fort Lee,VA,-77.33,37.25,1
Fort Lewis,WA,-122.6,47.09,1
Fort Lupton,CO,-104.8,40.08,1
Fort Madison,IA,-91.34,40.63,1
Fort Meade,MD,-76.74,39.11,1
Fort Mill,SC,-80.93,35.015,4
Fort Mitchell,KY,-84.55,39.05,1
Fort Mohave,AZ,-114.6,35.02,2
Fort Morgan,CO,-103.81,40.25,1
Fort Myer,VA,-77.08,38.87,1
Fort Myers,FL,-81.824,26.5526666666667,15
Fort Richardson,AK,-149.68,61.26,1
Fort Sam Houston,TX,-98.43,29.47,1
Fort Sill,OK,-98.4,34.67,1
Fort Smith,AR,-94.36,35.36,1
Fort Union,UT,-111.86,40.62,1
Fort Wainwright,AK,-147.65,64.83,1
Fort Walton Beach,FL,-86.625,30.425,2
Fort Washington,MD,-77,38.72,1
Fort Wayne,IN,-85.140625,41.114375,16
Fort Worth,TX,-97.3571875,32.761875,32
Fortuna,CA,-124.15,40.58,1
Foster City,CA,-122.265,37.555,2
Fountain,CO,-104.7,38.72,2
Fountain City,TN,-83.92,36.05,1
Fountain Hills,AZ,-111.726666666667,33.5966666666667,3
Fountain Valley,CA,-117.95,33.714,5
Fowler,CA,-119.68,36.63,1
Fox Point,WI,-87.91,43.18,1
Fox River Grove,IL,-88.21,42.19,1
Framingham,MA,-71.41,42.305,4
Frankfort,IL,-87.85,41.51,1
Frankfort,KY,-84.8466666666667,38.1833333333333,3
Franklin,IN,-86.065,39.5,2
Franklin,MA,-71.42,42.09,2
Franklin,NJ,-74.58,41.11,1
Franklin,OH,-84.33,39.5,1
Franklin,TN,-86.83125,35.93375,8
Franklin,VA,-76.95,36.67,1
Franklin,WI,-87.995,42.92,2
Franklin Lakes,NJ,-74.21,40.99,1
Franklin Square,NY,-73.69,40.69,1
Franklin Twp,NJ,-74.56,40.43,1
Fraser,CO,-105.81,39.95,1
Frederick,CO,-104.99,40.09,1
Frederick,MD,-77.4,39.405,6
Fredericksburg,VA,-77.5118181818182,38.2827272727273,11
Frederickson,WA,-122.35,47.1,1
Fredonia,NY,-79.34,42.45,1
Freedom,CA,-121.78,36.94,2
Freehold,NJ,-74.29,40.244,5
Freeport,ME,-70.1,43.86,1
Freeport,NY,-73.59,40.66,1
Fremont,CA,-121.968666666667,37.528,15
Fremont,NE,-96.49,41.45,1
Frenchtown Township,MI,-83.4,41.95,1
Fresh Meadows,NY,-73.79,40.74,1
Fresno,CA,-119.791388888889,36.8055555555556,36
Fridley,MN,-93.25,45.06,1
Friendswood,TX,-95.1625,29.5275,4
Frisco,CO,-106.1,39.585,2
Frisco,TX,-96.8078571428571,33.1392857142857,14
Front Royal,VA,-78.19,38.96,2
Frostburg,MD,-78.93,39.65,1
Ft Benning,GA,-84.9,32.34,1
Ft Collins,CO,-105.07,40.52,1
Ft Lauderdale,FL,-80.105,26.12,2
Ft Myers,FL,-81.87,26.54,1
Ft Wayne,IN,-85.26,41.03,1
Ft Worth,TX,-97.35,32.76,1
Ft. Benning,GA,-84.9,32.38,1
Ft. Bliss,TX,-106.41,31.81,2
Ft. Collins,CO,-105.08,40.61,1
Ft. Irwin,CA,-116.64,35.3,1
Ft. Lauderdale,FL,-80.1325,26.115,4
Ft. Leonard Wood,MO,-92.11,37.75,1
Ft. Mill,SC,-80.99,35.06,1
Ft. Polk,LA,-93.22,31.05,1
Ft. Riley,KS,-96.79,39.08,1
Ft. Smith,AR,-94.37,35.345,2
Ft. Wayne,IN,-85.1733333333333,41.1166666666667,3
Ft. Worth,TX,-97.36,32.8233333333333,3
Fullerton,CA,-117.917692307692,33.8784615384615,13
Fulshear,TX,-95.85,29.7,1
Fultondale,AL,-86.81,33.61,1
Fuquay-varina,NC,-78.78,35.59,1
Gadsden,AL,-86.08,33.99,1
Gaffney,SC,-81.71,35.08,1
Gahanna,OH,-82.87,40.01,1
Gainesville,FL,-82.3676923076923,29.6576923076923,13
Gainesville,GA,-83.8533333333333,34.33,3
Gainesville,TX,-97.15,33.62,1
Gainesville,VA,-77.625,38.795,4
Gainsville,GA,-83.8,34.31,1
Gaithersburg,MD,-77.209,39.135,10
Galesburg,IL,-90.34,40.95,1
Gallatin,TN,-86.495,36.365,2
Galloway,NJ,-74.54,39.48,1
Galloway,OH,-83.16,39.95,1
Gallup,NM,-108.76,35.54,1
Galveston,TX,-94.8175,29.28,4
Gambrills,MD,-76.68,39.0366666666667,3
Garden City,ID,-116.28,43.65,1
Garden City,KS,-100.84,37.98,1
Garden City,NY,-73.616,40.736,5
Garden Grove,CA,-117.958,33.778,10
Gardena,CA,-118.3075,33.8875,4
Gardendale,AL,-86.82,33.65,1
Gardnerville,NV,-119.74,38.94,1
Garfield Heights,OH,-81.62,41.41,1
Garland,TX,-96.6375,32.91875,8
Garner,NC,-78.64,35.6933333333333,3
Gas City,IN,-85.55,40.48,1
Gastonia,NC,-81.14,35.2466666666667,3
Gatlinburg,TN,-83.52,35.71,1
Gaylord,MI,-84.69,45.03,2
Geneseo,NY,-77.82,42.8,1
Geneva,IL,-88.33,41.8833333333333,3
Georgetown,KY,-84.545,38.225,2
Georgetown,TX,-97.6975,30.6475,4
Germantown,MD,-77.264,39.184,5
Germantown,TN,-89.7933333333333,35.0833333333333,3
Germantown,WI,-88.12,43.205,2
Gettysburg,PA,-77.2,39.84,1
Gibsonia,PA,-79.975,40.63,2
Gig Harbor,WA,-122.593333333333,47.33,6
Gilbert,AZ,-111.759411764706,33.3205882352941,17
Gillette,NJ,-74.48,40.67,1
Gillette,WY,-105.49,44.275,2
Gilroy,CA,-121.565,37.0083333333333,6
Gladstone,MO,-94.55,39.215,2
Gladstone,OR,-122.58,45.38,1
Glastonbury,CT,-72.6066666666667,41.7133333333333,3
Glen Allen,VA,-77.54,37.664,5
Glen Burnie,MD,-76.6125,39.165,4
Glen Cove,NY,-73.63,40.86,2
Glen Ellyn,IL,-88.0666666666667,41.86,3
Glen Mills,PA,-75.5366666666667,39.8733333333333,3
Glen Ridge,NJ,-74.2,40.8,1
Glen Rock,NJ,-74.13,40.96,1
Glencoe,IL,-87.76,42.13,1
Glendale,AZ,-112.196111111111,33.6361111111111,18
Glendale,CA,-118.261875,34.155,16
Glendale,CO,-104.94,39.705,2
Glendale,NY,-73.87,40.71,1
Glendale,WI,-87.91,43.12,1
Glendale Heights,IL,-88.085,41.94,2
Glendora,CA,-117.855,34.135,4
Glenmont,NY,-73.79,42.6,1
Glenpool,OK,-96.01,35.99,1
Glenview,IL,-87.832,42.092,5
Glenville,NY,-73.93,42.87,1
Glenwood Springs,CO,-107.324,39.526,5
Gloucester,VA,-76.53,37.4,2
Gloucester Township,NJ,-75.05,39.78,1
Gold Canyon,AZ,-111.47,33.37,1
Gold River,CA,-121.26,38.63,1
Golden,CO,-105.23,39.7428571428571,7
Golden Valley,MN,-93.38,44.98,1
Goldsboro,NC,-77.9466666666667,35.3866666666667,3
Goleta,CA,-119.85,34.435,2
Gonzales,CA,-121.44,36.51,1
Gonzales,LA,-90.95,30.21,1
Goodletsville,TN,-86.7,36.33,1
Goodyear,AZ,-112.382857142857,33.4471428571429,7
Goshen,IN,-85.8433333333333,41.58,3
Grafton,VA,-76.47,37.17,1
Grafton,WI,-87.93,43.33,2
Graham,WA,-122.295,47.05,2
Granada Hills,CA,-118.508333333333,34.27,6
Granbury,TX,-97.7466666666667,32.45,3
Granby,CO,-105.93,40.06,1
Granby,CT,-72.79,41.95,1
Grand Blanc,MI,-83.63,42.93,1
Grand Chute,WI,-88.46,44.26,1
Grand Forks,ND,-97.0666666666667,47.8966666666667,3
Grand Haven,MI,-86.2133333333333,43.05,3
Grand Island,NE,-98.38,40.92,1
Grand Junction,CO,-108.562857142857,39.0835714285714,14
Grand Prairie,TX,-97.03,32.6816666666667,6
Grand Rapids,MI,-85.604347826087,42.9513043478261,23
Grand Rapids,MN,-93.53,47.21,1
Grandview,MO,-94.52,38.88,1
Grandview,WA,-119.89,46.26,1
Grandville,MI,-85.75,42.8825,4
Granger,IN,-86.15,41.735,2
Granite Bay,CA,-121.195,38.74,2
Grants Pass,OR,-123.316666666667,42.4366666666667,3
Grapevine,TX,-97.075,32.94375,8
Grass Valley,CA,-121.045,39.22,2
Gray,GA,-83.55,33.01,1
Grayslake,IL,-88.03,42.34,1
Great Falls,MT,-111.278,47.496,5
Great Falls,VA,-77.29,39,1
Great Neck,NY,-73.73,40.78,2
Greece,NY,-77.685,43.2,2
Greeley,CO,-104.745,40.405,8
Green,OH,-81.46,40.96,1
Green Bay,WI,-88.0033333333333,44.4866666666667,3
Green Brook,NJ,-74.5,40.59,1
Green Valley,AZ,-111,31.85,1
Greenacres,FL,-80.5366666666667,27.7033333333333,3
Greenbelt,MD,-76.89,38.9933333333333,3
Greenbrae,CA,-122.52,37.95,1
Greencastle,IN,-86.86,39.64,1
Greendale,WI,-88.005,42.95,2
Greenfield,IN,-85.77,39.81,1
Greenfield,WI,-88.01,42.96,1
Greenland,NH,-70.82,43.05,1
Greensboro,NC,-79.8552631578947,36.0921052631579,19
Greensburg,PA,-79.54,40.305,2
Greenvale,NY,-73.63,40.81,1
Greenville,DE,-75.6,39.78,1
Greenville,NC,-77.3755555555556,35.5922222222222,9
Greenville,SC,-82.35,34.8466666666667,12
Greenville,TX,-96.11,33.09,1
Greenwich,CT,-73.625,41.025,2
Greenwood,IN,-86.14125,39.61875,8
Greenwood,SC,-82.175,34.205,2
Greenwood Village,CO,-104.891428571429,39.6142857142857,7
Greer,SC,-82.27,34.945,2
Gresham,OR,-122.428333333333,45.5,6
Gretna,LA,-90.03,29.89,1
Gridley,CA,-121.69,39.37,1
Griffin,GA,-84.28,33.21,2
Grosse Ile,MI,-83.16,42.13,1
Grosse Pointe,MI,-82.9166666666667,42.4,3
Groton,CT,-72.05,41.36,3
Grove City,OH,-83.0525,39.87,4
Grove City,PA,-80.16,41.14,1
Grover Beach,CA,-120.61,35.12,1
Guerneville,CA,-123,38.5,1
Guilderland,NY,-73.89,42.7,1
Gulf Breeze,FL,-87.12,30.375,2
