city,state,long,lat,value
Gulf Shores,AL,-87.68,30.3,1
Gulfport,MS,-89.1,30.44,1
Gunnison,CO,-106.93,38.55,1
Gurnee,IL,-87.9616666666667,42.385,6
Gustine,CA,-121.02,37.1,1
Hacienda Heights,CA,-117.965,34.01,2
Hackensack,NJ,-74.0433333333333,40.8966666666667,3
Hackettstown,NJ,-74.825,40.835,2
Haddonfield,NJ,-75.03,39.9,1
Hadley,MA,-72.55,42.36,1
Hagerstown,MD,-77.7525,39.6475,4
Hailey,ID,-114.32,43.53,1
Hainesville,IL,-88.07,42.35,1
Hales Corners,WI,-88.05,42.94,1
Half Moon Bay,CA,-122.43,37.47,1
Hallandale Beach,FL,-80.13,25.99,1
Haltom City,TX,-97.26,32.86,1
Hamden,CT,-72.92,41.37,1
Hamilton,NJ,-74.69,40.21,1
Hamilton,OH,-84.48,39.375,2
Hammond,IN,-87.48,41.57,1
Hammond,LA,-90.66,30.4833333333333,3
Hammonton,NJ,-74.74,39.55,1
Hampton,VA,-76.37,37.052,5
Hampton Bays,NY,-72.52,40.88,1
Hanford,CA,-119.666666666667,36.3266666666667,3
Hannacroix,NY,-73.9,42.41,1
Hanover,MA,-70.845,42.145,2
Hanover,MD,-76.7316666666667,39.1466666666667,6
Hanover,NH,-72.29,43.7,1
Hanover,PA,-76.975,39.8,2
Hanover Park,IL,-88.15,41.99,1
Happy Valley,OR,-122.546,45.438,5
Harahan,LA,-90.19,29.96,1
Harbor City,CA,-118.303333333333,33.7966666666667,3
Harker Heights,TX,-97.67,31.07,2
Harlingen,TX,-97.7,26.1875,4
Harper Woods,MI,-82.93,42.45,1
Harriman,TN,-84.55,35.89,1
Harrisburg,NC,-80.67,35.32,1
Harrisburg,PA,-76.83,40.2866666666667,6
Harrison,OH,-84.79,39.25,1
Harrisonburg,VA,-78.8583333333333,38.4316666666667,6
Harrisonville,MO,-94.36,38.65,1
Hartford,CT,-72.6766666666667,41.76,3
Hartsdale,NY,-73.8,41.015,2
Harvey,LA,-90.06,29.9,1
Harwich,MA,-70.02,41.71,1
Harwood Heights,IL,-87.81,41.97,1
Hasbrouck Heights,NJ,-74.07,40.86,1
Hastings,MN,-92.89,44.74,1
Hastings On Hudson,NY,-73.87,40.99,1
Hattiesburg,MS,-89.3533333333333,31.3233333333333,3
Hauppauge,NY,-73.2,40.83,1
Haverhill,MA,-71.11,42.8,2
Haverton,PA,-75.3,39.97,1
Havertown,PA,-75.32,39.97,1
Hawaiian Gardens,CA,-118.07,33.83,1
Hawthorne,CA,-118.348333333333,33.915,6
Hayden,ID,-116.79,47.74,1
Hayesville,NC,-83.8,35.03,1
Haymarket,VA,-77.64,38.83,2
Hays,KS,-99.33,38.875,2
Hayward,CA,-122.0875,37.65,12
Hazelwood,MO,-90.35,38.79,1
Healdsburg,CA,-122.87,38.61,2
Heath,OH,-82.44,40.03,1
Heber City,UT,-111.41,40.51,1
Hebron,KY,-84.678,39.064,5
Helena,MT,-112.023333333333,46.5933333333333,3
Hellertown,PA,-75.34,40.56,1
Helotes,TX,-98.68,29.56,1
Hemet,CA,-116.99,33.745,4
Henderson,NV,-115.0536,36.0228,25
Hendersonville,NC,-82.4466666666667,35.34,3
Hendersonville,TN,-86.605,36.3275,4
Henrico,VA,-77.57,37.65,2
Henrietta,NY,-77.62,43.09,2
Hercules,CA,-122.265,38.015,2
Hermiston,OR,-119.29,45.84,2
Hermitage,PA,-80.45,41.23,1
Hermitage,TN,-86.61,36.2,2
Hermosa Beach,CA,-118.393333333333,33.86,3
Hernando,MS,-89.99,34.83,1
Herndon,VA,-77.3971428571429,38.9485714285714,7
Hershey,PA,-76.66,40.2733333333333,3
Hesperia,CA,-117.3375,34.4375,4
Hewlett,NY,-73.7,40.64,1
Hghlands Ranch,CO,-105.01,39.55,1
Hialeah,FL,-80.32,25.87,4
Hiawassee,GA,-83.76,34.95,1
Hickory,NC,-81.32,35.7233333333333,3
Hickory Creek,TX,-97.04,33.13,1
Hicksville,NY,-73.53,40.765,2
High Point,NC,-80,35.995,4
Highland,CA,-117.2,34.12,1
Highland,IN,-87.47,41.52,1
Highland Heights,KY,-84.47,39.03,1
Highland Park,IL,-87.8166666666667,42.1833333333333,3
Highlands Ranch,CO,-104.971111111111,39.5466666666667,9
Highspire,PA,-76.79,40.22,1
Highwood,IL,-87.82,42.22,1
Higley,AZ,-111.69,33.33,1
Hilliard,OH,-83.12,40.035,2
Hillsboro,OR,-122.925,45.5283333333333,12
Hillsboro,TX,-97.09,32.01,1
Hillsborough,NJ,-74.65,40.5,1
Hillsdale,NJ,-74.04,41,1
Hillside,IL,-87.88,41.87,1
Hilo,HI,-155.07,19.705,4
Hilton Head,SC,-80.7375,32.18,4
Hinesville,GA,-81.64,31.97,1
Hingham,MA,-70.9,42.215,2
Hinsdale,IL,-87.92,41.8033333333333,3
Hiram,GA,-84.77,33.895,2
Hixson,TN,-85.245,35.135,2
Hobbs,NM,-103.15,32.735,2
Hoboken,NJ,-74.03,40.7433333333333,3
Hockessin,DE,-75.71,39.77,1
Hoffman Estates,IL,-88.154,42.072,5
Holladay,UT,-111.8,40.64,1
Holland,MI,-86.1028571428571,42.8071428571429,7
Holland,OH,-83.705,41.61,2
Hollister,CA,-121.39,36.84,3
Hollister,MO,-93.2,36.58,1
Holly Springs,NC,-78.8233333333333,35.65,3
Hollywood,CA,-118.331666666667,34.1016666666667,6
Hollywood,FL,-80.166,26.022,5
Holyoke,MA,-72.64,42.17,3
Homer,AK,-151.54,59.64,1
Homestead,FL,-80.46,25.48,1
Homewood,AL,-86.77,33.47,1
Homewood,IL,-87.6633333333333,41.56,3
Honolulu,HI,-157.854047619048,21.3045238095238,42
Hood River,OR,-121.515,45.71,2
Hoover,AL,-86.8,33.388,5
Hopewell,VA,-77.33,37.26,1
Hopkins,MN,-93.42,44.93,1
Hopkinsville,KY,-87.47,36.83,1
Hopkinton,MA,-71.545,42.215,2
Horn Lake,MS,-90.01,34.96,1
Horsham,PA,-75.13,40.18,1
Hot Springs,AR,-93.06,34.46,1
Houma,LA,-90.75,29.61,1
Houston,TX,-95.4551298701299,29.7958441558442,154
Howard Beach,NY,-73.84,40.66,1
Howell,MI,-83.76,42.63,1
Howell,NJ,-74.22,40.14,1
Hudson,OH,-81.44,41.24,1
Hudson,WI,-92.72,44.96,1
Hudsonville,MI,-85.85,42.89,1
Hull,GA,-83.31,34.08,1
Humble,TX,-95.229,30.009,10
Huntersville,NC,-80.872,35.436,5
Huntingdon Valley,PA,-75.08,40.13,2
Huntington,NY,-73.42,40.85,2
Huntington,WV,-82.38,38.41,2
Huntington Beach,CA,-118.001578947368,33.6931578947368,19
Huntington Park,CA,-118.22,33.99,2
Huntington Station,NY,-73.41,40.825,2
Huntley,IL,-88.43,42.145,2
Huntsville,AL,-86.6114285714286,34.7271428571429,7
Huntsville,TX,-95.542,30.634,5
Hurst,TX,-97.1916666666667,32.8366666666667,6
Hutchinson,KS,-97.91,38.09,2
Hutchinson,MN,-94.38,44.87,1
Hutto,TX,-97.56,30.54,1
Hyannis,MA,-70.29,41.67,2
Hyattsville,MD,-76.96,38.97,3
Idaho Falls,ID,-112.0275,43.4925,4
Idaho Springs,CO,-105.5,39.74,1
Incline Village,NV,-119.95,39.25,1
Independence,KY,-84.55,38.93,1
Independence,MO,-94.3871428571429,39.0571428571429,7
Independence,OH,-81.64,41.4,1
Indialantic,FL,-80.57,28.09,1
Indian Harbor Beach,FL,-80.58,28.15,1
Indian Trail,NC,-80.65,35.05,1
Indiana,PA,-79.17,40.615,2
Indianapolis,IN,-86.1455357142857,39.8207142857143,56
Indio,CA,-116.228,33.72,5
Inglewood,CA,-118.348,33.96,5
Inman,SC,-82,35.06,1
Inver Grove Heights,MN,-93.08,44.82,1
Iowa City,IA,-91.52,41.6575,4
Irmo,SC,-81.19,34.09,1
Irondequoit,NY,-77.58,43.2,1
Irvine,CA,-117.797692307692,33.6765384615385,26
Irving,TX,-96.97,32.8875,8
Irwin,PA,-79.69,40.32,1
Irwindale,CA,-117.94,34.11,1
Iselin,NJ,-74.3,40.56,1
Isla Vista,CA,-119.86,34.41,1
Islamorada,FL,-80.61,24.94,1
Island Park,NY,-73.65,40.6,1
Islandia,NY,-73.16,40.81,1
Islip,NY,-73.21,40.73,1
Issaquah,WA,-122.0325,47.5516666666667,12
Itasca,IL,-88.01,41.97,1
Ithaca,NY,-76.4933333333333,42.4533333333333,3
Jackson,CA,-120.8,38.37,2
Jackson,FL,-81.61,30.2,1
Jackson,MI,-84.39,42.265,2
Jackson,MO,-94.36,38.92,1
Jackson,MS,-90.15,32.38,2
Jackson,TN,-88.846,35.68,5
Jackson,WY,-110.775,43.475,2
Jackson Heights,NY,-73.89,40.75,1
Jackson Hole,WY,-110.75,43.48,1
Jacksonville,AR,-92.11,34.89,1
Jacksonville,FL,-81.5991666666667,30.2841666666667,36
Jacksonville,NC,-77.3933333333333,34.78,3
Jacksonville Beach,FL,-81.39,30.265,2
Jacksonville Mandarin,FL,-81.63,30.19,1
Jamaica,NY,-73.7911111111111,40.6588888888889,9
Jamestown,NC,-79.93,35.97,1
Jamestown,NY,-79.29,42.1,1
Jamison,PA,-75.09,40.26,1
Janesville,WI,-88.99,42.72,2
Jasper,GA,-84.46,34.47,1
Jefferson,GA,-83.61,34.12,1
Jefferson City,MO,-92.23,38.585,2
Jeffersontown,KY,-85.565,38.215,2
Jeffersonville,OH,-83.6,39.62,1
Jenison,MI,-85.79,42.91,1
Jenkintown,PA,-75.13,40.1,1
Jensen Beach,FL,-80.27,27.24,2
Jericho,NY,-73.53,40.79,1
Jersey City,NJ,-74.0366666666667,40.7266666666667,6
Jessup,MD,-76.79,39.17,1
Jim Thorpe,PA,-75.64,40.97,1
Johns Creek,GA,-84.18,34.05,1
Johns Island,SC,-80.15,32.61,1
Johnson City,TN,-82.374,36.318,5
Johnston,IA,-93.72,41.66,2
Johnstown,CO,-104.98,40.41,1
Johnstown,PA,-78.85,40.28,1
Joint Base Andrews,MD,-76.89,38.81,1
Joliet,IL,-88.1433333333333,41.5333333333333,3
Jonesboro,AR,-90.6825,35.825,4
Jonesborough,TN,-82.49,36.29,1
Joplin,MO,-94.49,37.075,4
Junction City,KS,-96.82,39.02,1
Junction City,OR,-123.21,44.23,1
Juneau,AK,-134.555,58.36,2
Jupiter,FL,-80.11,26.9125,4
Kahului,HI,-156.466666666667,20.8816666666667,6
Kahului Airport,HI,-156.44,20.89,1
Kailua,HI,-157.74,21.39,2
Kailua-kona,HI,-155.99,19.6466666666667,3
Kalamazoo,MI,-85.64,42.278,5
Kalispell,MT,-114.323333333333,48.2266666666667,3
Kamuela,HI,-155.67,20.02,1
Kaneohe,HI,-157.803333333333,21.4133333333333,3
Kansas City,KS,-94.8066666666667,39.1266666666667,3
Kansas City,MO,-94.6226923076923,39.1623076923077,26
Kapaa,HI,-159.32,22.06,1
Kapolei,HI,-158.086666666667,21.3333333333333,3
Katy,TX,-95.7705555555556,29.7722222222222,18
Kearney,NE,-99.085,40.72,2
Keene,NH,-72.3,42.93,2
Keesler Afb,MS,-88.91,30.41,1
Keizer,OR,-123.003333333333,45.0066666666667,3
Keller,TX,-97.2366666666667,32.93,3
Kelso,WA,-122.9,46.145,2
Kemah,TX,-95.02,29.545,2
Kendall,FL,-80.42,25.68,1
Kenilworth,NJ,-74.28,40.68,1
Kenmore,WA,-122.245,47.76,2
Kennebunk,ME,-70.54,43.39,2
Kenner,LA,-90.2466666666667,30.0166666666667,3
Kennesaw,GA,-84.583,34.022,10
Kennett Square,PA,-75.68,39.86,1
Kennewick,WA,-119.193333333333,46.2116666666667,6
Kenosha,WI,-87.88,42.58,4
Kensington,MD,-77.075,39.03,2
Kent,OH,-81.35,41.15,1
Kent,WA,-122.221176470588,47.3923529411765,17
"Kent,",WA,-122.3,47.37,1
Kentwood,MI,-85.63,42.85,1
Kerman,CA,-120.04,36.73,1
Kernersville,NC,-80.0966666666667,36.11,3
Kerrville,TX,-99.17,30.06,1
Ketchikan,AK,-131.67,55.35,1
Ketchum,ID,-114.36,43.69,1
Kettering,OH,-84.12,39.7,1
Kettleman City,CA,-119.96,35.99,1
Kew Gardens,NY,-73.83,40.71,1
Key Biscayne,FL,-80.16,25.7,1
Key Largo,FL,-80.44,25.09,1
Key West,FL,-81.785,24.5625,4
Keystone,CO,-105.94,39.61,1
Kihei,HI,-156.45,20.7433333333333,3
Kill Devil Hills,NC,-75.65,35.99,1
Killeen,TX,-97.77,31.115,4
King City,CA,-121.14,36.2,1
King George,VA,-77.05,38.35,1
King Of Prussia,PA,-75.38,40.08875,8
Kingman,AZ,-114.04,35.2266666666667,3
Kings Beach,CA,-120.04,39.24,1
Kings Island,OH,-84.25,39.36,1
Kings Mountain,NC,-81.4,35.24,1
Kingsburg,CA,-119.56,36.52,1
Kingsport,TN,-82.505,36.545,2
Kingston,MA,-70.71,41.97,1
Kingston,NY,-73.99,41.965,2
Kingston,WA,-122.54,47.81,2
Kingstowne,VA,-77.14,38.77,1
Kingsville,TX,-97.86,27.52,1
Kingwood,TX,-95.21,30.06,2
Kirkland,WA,-122.192307692308,47.6961538461538,13
Kirksville,MO,-92.57,40.2,1
Kirkwood,MO,-90.41,38.58,1
Kissimmee,FL,-81.494,28.326,5
Kittery,ME,-70.73,43.11,1
Kitty Hawk,NC,-75.72,36.1,1
Klamath Falls,OR,-121.735,42.21,2
Knightdale,NC,-78.505,35.795,2
Knoxville,TN,-84.0288888888889,35.9333333333333,18
Knoxville West,TN,-84.05,35.92,1
Kodiak,AK,-152.37,57.81,1
Kokomo,IN,-86.13,40.44,1
Koloa,HI,-159.46,21.88,1
Kona,HI,-156,19.65,1
Kuna,ID,-116.41,43.49,1
Kutztown,PA,-75.78,40.51,1
Kyle,TX,-97.85,30.01,2
La Canada,CA,-118.205,34.205,2
La Crescenta,CA,-118.245,34.225,2
La Grande,OR,-118.075,45.325,2
La Grange,GA,-84.98,33.04,1
La Grange,IL,-87.87,41.81,1
La Habra,CA,-117.958,33.926,5
La Jolla,CA,-117.25,32.8533333333333,9
La Mesa,CA,-117.012857142857,32.7728571428571,7
La Mirada,CA,-118.01,33.9066666666667,3
La Plata,MD,-76.98,38.5366666666667,3
La Puente,CA,-117.95,34.04,1
La Quinta,CA,-116.29,33.705,4
La Verne,CA,-117.7675,34.115,4
Lacey,WA,-122.8125,47.03375,8
Lacy Lakeview,TX,-97.11,31.6,1
Ladera Ranch,CA,-117.64,33.56,2
Ladue,MO,-90.4,38.63,1
Lady Lake,FL,-81.935,28.93,2
Lafayette,CA,-122.113333333333,37.8933333333333,3
Lafayette,CO,-105.1,39.995,2
Lafayette,IN,-86.858,40.42,5
Lafayette,LA,-92.0433333333333,30.19,6
Lagrange,KY,-85.36,38.38,1
Laguna Beach,CA,-117.786666666667,33.5433333333333,3
Laguna Hills,CA,-117.703333333333,33.6,3
Laguna Niguel,CA,-117.706666666667,33.5483333333333,6
Laguna Woods,CA,-117.71,33.61,1
Lahaina,HI,-156.685,20.8925,4
Lake Bluff,IL,-87.88,42.28,2
Lake Buena Vista,FL,-81.552,28.378,5
Lake Charles,LA,-93.236,30.196,5
Lake City,FL,-82.67,30.18,1
Lake Delton,WI,-89.78,43.58,1
Lake Elsinore,CA,-117.328,33.678,5
Lake Forest,CA,-117.687142857143,33.6528571428571,7
Lake Forest,IL,-87.8733333333333,42.24,3
Lake Forest,WA,-122.28,47.75,1
Lake Geneva,WI,-88.42,42.595,2
Lake Grove,NY,-73.13,40.865,2
Lake Havasu City,AZ,-114.32,34.47,4
Lake In The Hills,IL,-88.33,42.18,1
Lake Isabella,CA,-118.48,35.62,1
Lake Jackson,TX,-95.46,29.05,1
Lake Mary,FL,-81.355,28.77,2
Lake Orion,MI,-83.24,42.78,1
Lake Oswego,OR,-122.711818181818,45.4136363636364,11
Lake Park,FL,-80.09,26.8,1
Lake Placid,NY,-73.99,44.29,1
Lake Ridge,VA,-77.31,38.69,1
Lake St. Louis,MO,-90.78,38.77,1
Lake Stevens,WA,-122.103333333333,48,3
Lake Worth,FL,-80.05,26.62,1
Lake Worth,TX,-97.43,32.81,1
Lake Zurich,IL,-88.1025,42.1875,4
Lakeland,FL,-81.965,28.0483333333333,6
Lakeland,TN,-89.76,35.205,2
Lakeport,CA,-122.93,39.05,1
Lakeside,AZ,-109.96,34.14,1
Lakeside,CA,-116.93,32.86,1
Lakeville,MN,-93.2575,44.7,4
Lakeway,TX,-97.97,30.34,2
Lakewood,CA,-118.126666666667,33.8516666666667,6
Lakewood,CO,-105.113846153846,39.7076923076923,13
Lakewood,NJ,-74.16,40.06,1
Lakewood,WA,-122.523333333333,47.1655555555556,9
Lambertville,MI,-83.63,41.75,1
Lancaster,CA,-118.161666666667,34.68,6
Lancaster,NY,-78.7,42.95,1
Lancaster,OH,-82.595,39.725,2
Lancaster,PA,-76.2933333333333,40.0533333333333,6
Land O Lake,FL,-82.44,28.19,1
Lander,WY,-108.75,42.84,1
Landrum,SC,-82.22,35.13,1
Lanesboro,MA,-73.18,42.54,1
Langhorne,PA,-74.8875,40.18,4
Lanham,MD,-76.82,38.96,1
Lansdale,PA,-75.29,40.25,1
Lansing,MI,-84.595,42.7,2
Lapeer,MI,-83.32,43.04,1
Laporte,TX,-95.03,29.65,1
Laramie,WY,-105.57,41.3133333333333,3
Larchmont,NY,-73.76,40.93,1
Laredo,TX,-99.466,27.564,5
Largo,FL,-82.7825,27.895,4
Largo,MD,-76.825,38.9,2
Larkfield,CA,-122.75,38.5,1
Larkspur,CA,-122.51,37.95,1
Las Cruces,NM,-106.76,32.31,5
Las Vegas,NV,-115.20025477707,36.1323566878981,157
Latham,NY,-73.774,42.752,5
Lathrop,CA,-121.295,37.815,2
Latrobe,PA,-79.39,40.29,1
Lauderhill,FL,-80.25,26.19,1
Laughlin,NV,-114.575,35.145,2
Laurel,MD,-76.8425,39.09,4
Laveen,AZ,-112.17,33.38,3
Lawn,PA,-76.57,40.21,1
Lawndale,CA,-118.35,33.9,1
Lawrence,IN,-85.98,39.86,1
Lawrence,KS,-95.26875,38.95875,8
Lawrenceville,GA,-84.025,33.9666666666667,6
Lawrenceville,NJ,-74.708,40.292,5
Lawton,OK,-98.465,34.625,2
Layton,UT,-111.963333333333,41.08,3
League City,TX,-95.075,29.5025,8
Leander,TX,-97.85,30.55,2
Leavenworth,KS,-94.91,39.3,1
Leavenworth,WA,-120.655,47.6,2
Leawood,KS,-94.64,38.9,2
Lebanon,IN,-86.47,40.04,1
Lebanon,MO,-92.67,37.68,1
Lebanon,OH,-84.18,39.45,1
Lebanon,OR,-122.91,44.53,1
Lebanon,TN,-86.29,36.19,1
Lebec,CA,-118.95,34.98,1
Ledyard,CT,-71.96,41.47,1
Lee's Summit,MO,-94.37,38.915,2
Lees Summit,MO,-94.4,38.93,3
Leesburg,VA,-77.525,39.1,4
Lehi,UT,-111.85,40.4166666666667,3
Lehigh Valley,PA,-75.41,40.56,1
Leland,NC,-78.02,34.22,1
Lemon Grove,CA,-117.045,32.74,2
Lemont,IL,-88,41.645,2
Lemoore,CA,-119.78,36.31,1
Lenexa,KS,-94.74,38.97,1
Lenoir City,TN,-84.26,35.8,1
Lenor City,TN,-84.27,35.82,1
Leominster,MA,-71.725,42.535,2
Levelland,TX,-102.37,33.59,1
Levittown,NY,-73.52,40.7266666666667,3
Lewis,OH,-83.02,40.16,1
Lewis Center,OH,-83.03,40.2,1
Lewisburg,PA,-76.885,40.97,2
Lewiston,ID,-117,46.41,1
Lewisville,TX,-96.9475,33.035,8
Lexington,KY,-84.4952380952381,38.02,21
Lexington,MA,-71.23,42.45,2
Lexington,SC,-81.19,34.0066666666667,3
Liberty,MO,-94.45,39.25,1
Liberty,OH,-84.41,39.34,1
Liberty Lake,WA,-117.1,47.67,1
Liberty Township,OH,-84.375,39.375,2
Libertyville,IL,-87.955,42.3,2
Lihue,HI,-159.37,21.9733333333333,3
Lilburn,GA,-84.06,33.88,1
Lima,OH,-84.12,40.74,1
Lincoln,CA,-121.2975,38.875,4
Lincoln,NE,-96.665,40.7925,8
Lincoln,RI,-71.48,41.94,2
Lincoln City,OR,-124.01,44.995,2
Lincoln Park,MI,-83.19,42.25,1
Lincolnton,NC,-81.22,35.48,1
Lincolnwood,IL,-87.74,42.01,1
Lincroft,NJ,-74.12,40.33,1
Lindale,TX,-95.39,32.47,1
Linden,NJ,-74.25,40.62,1
Lindsay,CA,-119.1,36.2,1
Lino Lakes,MN,-93.11,45.18,1
Linthicum Heights,MD,-76.68,39.2,1
Lionville,PA,-75.65,40.06,1
Lisbon,CT,-72,41.58,1
Lisle,IL,-88.08,41.785,2
Litchfield Park,AZ,-112.3525,33.51,4
Lititz,PA,-76.305,40.13,2
Little Elm,TX,-96.9033333333333,33.17,3
Little Falls,NY,-74.85,43.05,1
Little Ferry,NJ,-74.04,40.86,1
Little Neck,NY,-73.73,40.76,1
Little Rock,AR,-92.34875,34.749375,16
"Little Rock,",AR,-92.15,34.9,1
Littleton,CO,-105.033181818182,39.58,22
Littleton,MA,-71.48,42.55,1
Live Oak,TX,-98.33,29.56,1
Livermore,CA,-121.77,37.6927272727273,11
Liverpool,NY,-76.23,43.14,1
Livingston,CA,-120.74,37.39,1
Livingston,NJ,-74.32,40.8,1
Livonia,MI,-83.3575,42.39,4
Lock Haven,PA,-77.46,41.14,1
Lockport,IL,-87.975,41.615,2
Lodi,CA,-121.29,38.12,6
Logan,UT,-111.83,41.74,2
Logansport,IN,-86.33,40.76,1
Loganville,GA,-83.9,33.835,2
Loma Linda,CA,-117.235,34.05,2
Lombard,IL,-88.01,41.8625,4
Lompoc,CA,-120.46,34.655,2
London,KY,-84.1,37.11,1
Londonderry,NH,-71.35,42.86,1
Lone Tree,CO,-104.88,39.548,5
Long Beach,CA,-118.147419354839,33.7929032258065,31
Long Beach,NY,-73.665,40.585,2
Longmeadow,MA,-72.55,42.06,1
Longmont,CO,-105.105,40.17,12
Longview,TX,-94.7366666666667,32.54,3
Longview,WA,-122.945,46.1433333333333,6
Longwood,FL,-81.41,28.69,1
Lookout Mountain,GA,-85.35,34.97,1
Loomis,CA,-121.19,38.82,1
Lorain,OH,-82.2,41.43,1
Lorton,VA,-77.26,38.71,1
Los Alamitos,CA,-118.07,33.8,1
Los Alamos,NM,-106.295,35.88,2
Los Altos,CA,-122.113333333333,37.3733333333333,3
Los Angeles,CA,-118.32875,34.042734375,128
Los Banos,CA,-120.856666666667,37.06,3
Los Gatos,CA,-121.951666666667,37.2383333333333,6
Los Lunas,NM,-106.76,34.81,1
Los Osos,CA,-120.83,35.31,1
Loudonville,NY,-73.78,42.71,1
Louisville,CO,-105.14,39.98,2
Louisville,KY,-85.6529411764706,38.2373529411765,34
Loveland,CO,-105.081428571429,40.4057142857143,7
Loveland,OH,-84.26,39.26,1
Lowell,MA,-71.3266666666667,42.6366666666667,3
Lower Paxton,PA,-76.8,40.31,1
Lubbock,TX,-101.908181818182,33.5518181818182,11
Lucas,TX,-96.62,33.09,1
Ludlow,MA,-72.46,42.17,3
Lufkin,TX,-94.73,31.3,1
Lumberton,NC,-79.01,34.67,1
Lusby,MD,-76.44,38.37,1
Lutz,FL,-82.43,28.18,2
Lynbrook,NY,-73.68,40.66,1
Lynchburg,VA,-79.208,37.366,5
Lynden,WA,-122.485,48.93,2
Lyndhurst,OH,-81.5,41.5,2
Lynn,MA,-70.96,42.45,1
Lynn Haven,FL,-85.65,30.22,1
Lynnfield,MA,-71.03,42.52,1
Lynnwood,WA,-122.28619047619,47.8357142857143,21
Lynwood,CA,-118.19,33.93,2
Lyons,IL,-87.83,41.82,1
Macclenny,FL,-82.11,30.26,1
Machesney Park,IL,-89.03,42.37,1
Mackinac City,MI,-84.73,45.78,1
Mackinac Island,MI,-84.62,45.85,1
Macomb,IL,-90.65,40.46,1
Macomb,MI,-82.905,42.635,2
Macomb Township,MI,-82.91,42.63,1
Macon,GA,-83.7,32.885,2
Madeira,OH,-84.36,39.19,1
Madera,CA,-120.025,36.9575,4
Madison,AL,-86.75,34.7366666666667,3
Madison,CT,-72.6,41.28,1
Madison,NJ,-74.4,40.75,1
Madison,TN,-86.7,36.3,1
Madison,WI,-89.4272727272727,43.0745454545455,11
Madison Heights,MI,-83.11,42.515,2
Madras,OR,-121.13,44.64,1
Magnolia,TX,-95.57,30.22,2
Mahwah,NJ,-74.15,41.1,1
Maineville,OH,-84.22,39.35,1
Maitland,FL,-81.36,28.63,1
Malibu,CA,-118.7575,34.03,4
Malta,NY,-73.79,42.97,1
Malvern,PA,-75.52,40.05,1
Mamaroneck,NY,-73.74,40.94,1
Mammoth Lakes,CA,-118.98,37.645,2
Manahawkin,NJ,-74.29,39.71,1
Manalapan,NJ,-74.3,40.31,1
Manassas,VA,-77.47,38.75,6
Manchester,CT,-72.552,41.802,5
Manchester,MO,-90.51,38.595,2
Manchester,NH,-71.4425,42.945,4
Manchester,TN,-86.05,35.46,1
Manchester,VT,-73.05,43.17,1
Mandeville,LA,-90.09,30.385,2
Manhasset,NY,-73.7,40.795,2
Manhattan,KS,-96.5833333333333,39.1866666666667,3
Manhattan,NY,-73.98,40.77,1
Manhattan Beach,CA,-118.403333333333,33.8933333333333,3
Manitowoc,WI,-87.7,44.07,1
Mankato,MN,-93.95,44.17,2
Manor,TX,-97.56,30.35,1
Manorville,NY,-72.8,40.87,1
Mansfield,CT,-72.24,41.8,1
Mansfield,OH,-82.54,40.7633333333333,3
Mansfield,TX,-97.1171428571429,32.5928571428571,7
Manteca,CA,-121.218333333333,37.8033333333333,6
Mantua,OH,-81.23,41.29,2
Maple Grove,MN,-93.465,45.1125,4
Maple Valley,WA,-122.035,47.375,4
Marana,AZ,-111.128,32.366,5
Marble Falls,TX,-98.27,30.56,1
Marblehead,MA,-70.86,42.5,1
Marco Island,FL,-81.72,25.96,1
Margate,FL,-80.21,26.23,1
Margate City,NJ,-74.5,39.33,1
Maricopa,AZ,-112.096666666667,33.07,3
Marietta,GA,-84.495,33.9635714285714,14
Marina,CA,-121.806666666667,36.6766666666667,3
Marina Del Rey,CA,-118.445714285714,33.9842857142857,7
Marion,IA,-91.57,42.04,1
Marion,IL,-88.965,37.745,2
Marion,IN,-85.67,40.53,1
Marion,OH,-83.1,40.57,2
Marlborough,MA,-71.58,42.3516666666667,6
Marquette,MI,-87.4433333333333,46.5533333333333,3
Marrero,LA,-90.1,29.88,1
Marshall,MI,-84.99,42.27,1
Marshalltown,IA,-92.91,42.04,1
Marshfield,MA,-70.75,42.11,1
Marshfield,WI,-90.16,44.68,1
Martinez,CA,-122.11,37.984,5
Martinez,GA,-82.11,33.51,1
Martinsburg,WV,-77.985,39.445,2
Martinsville,IN,-86.44,39.41,1
Mary Esther,FL,-86.685,30.415,2
Maryland Heights,MO,-90.435,38.7,2
Marysville,CA,-121.59,39.15,1
Marysville,MI,-82.5,42.91,1
Marysville,OH,-83.36,40.24,2
Marysville,WA,-122.181111111111,48.0911111111111,9
Maryville,MO,-94.875,40.34,2
Maryville,TN,-83.99,35.75,2
Mashantucket,CT,-71.96,41.47,1
Mashpee,MA,-70.49,41.615,2
Mason,OH,-84.3033333333333,39.33,3
Mason City,IA,-93.25,43.15,3
Massapequa,NY,-73.45,40.675,2
Massillon,OH,-81.51,40.785,2
Matawan,NJ,-74.23,40.41,1
Matteson,IL,-87.73,41.505,2
Matthews,NC,-80.72,35.0975,4
Mattituck,NY,-72.54,40.99,1
Maumee,OH,-83.66,41.59,1
Maumelle,AR,-92.4,34.85,1
Mayfield Heights,OH,-81.44,41.525,2
Mays Landing,NJ,-74.64,39.45,1
Mcallen,TX,-98.23,26.2166666666667,9
Mcchord Afb,WA,-122.49,47.13,1
Mcdonough,GA,-84.21,33.45,3
